              DRT4 Data File V2.0
============================================================
1) Subject Information
Subject Name: Alan
Subject No: 
Date of Birth: 
Subject Address: 
Operator: William 
Date: 16:20:13 (16/9/2025)
DRT4 Serial Number: #3173
Comment: 0 - 4  min; Outergate: Baseline, 0lbs, 5lbs, 10lbs
4 - 8  min: Hand3miles: Baseline, 0lbs, 5lbs, 10lbs
8 - 12 min: Hand5miles: Baseline, 0lbs, 5lbs, 10lbs
2) Monitor Schedule
Indefinite monitoring until stopped by user
3) Display Configuration
Total Graph Number: 1 
Active Graph Number: 1 
Sampling Rate:   1/sec 
Time Constant: off 
Time Offset: 0.5 sec 
Time Offset: 0 sec 
Total Mark Number: 11 
Active Mark Number: 11 
No: 	Hour	Min	Sec	Label	Comment	Current	Heater1	Heater2
1: 	0	0	0	baseline				
2: 	0	1	0	outergate-noweight				
3: 	0	2	0	outergate-5lbs				
4: 	0	3	0	outergate-10lbs				
5: 	0	4	3	hand3miles-baseline				
6: 	0	5	3	hand3miles-noweight				
7: 	0	6	3	hand3miles-5lb				
8: 	0	7	4	hand5miles-baselin				
9: 	0	9	3	hand5miles-5lbs				
10: 	0	10	3	hand5miles-10lbs				
11: 	0	11	3	Event11				
4) Trace Data
No: 	Hour 	Min 	Sec 	F1 	F2 
1	0	0	0	 46.9	  0.0 
2	0	0	1	 11.0	  0.0 
3	0	0	2	  6.0	  0.0 
4	0	0	3	  7.7	  0.0 
44	0	0	43	  7.7	  0.0 
45	0	0	44	  7.5	  0.0 
46	0	0	45	  9.2	  0.0 
47	0	0	46	  7.2	  0.0 
48	0	0	47	  8.7	  0.0 
49	0	0	48	  5.5	  0.0 
50	0	0	49	 17.3	  0.0 
51	0	0	50	 19.0	  0.0 
52	0	0	51	 12.8	  0.0 
53	0	0	52	 15.5	  0.0 
54	0	0	53	 13.9	  0.0 
55	0	0	54	 17.2	  0.0 
56	0	0	55	 14.4	  0.0 
57	0	0	56	  9.1	  0.0 
58	0	0	57	 12.0	  0.0 
59	0	0	58	 17.4	  0.0 
60	0	0	59	 12.3	  0.0 
61	0	1	0	 15.1	  0.0 
62	0	1	1	  6.4	  0.0 
63	0	1	2	  2.4	  0.0 
64	0	1	3	  6.2	  0.0 
65	0	1	4	  8.4	  0.0 
66	0	1	5	  9.6	  0.0 
67	0	1	6	 16.1	  0.0 
68	0	1	7	 17.4	  0.0 
69	0	1	8	  6.9	  0.0 
70	0	1	9	  4.6	  0.0 
71	0	1	10	  2.3	  0.0 
72	0	1	11	  2.0	  0.0 
73	0	1	12	  3.6	  0.0 
74	0	1	13	  3.8	  0.0 
75	0	1	14	 10.3	  0.0 
76	0	1	15	  5.3	  0.0 
77	0	1	16	  4.8	  0.0 
78	0	1	17	  5.4	  0.0 
79	0	1	18	  6.4	  0.0 
80	0	1	19	  8.2	  0.0 
81	0	1	20	 18.9	  0.0 
82	0	1	21	 13.3	  0.0 
83	0	1	22	  9.5	  0.0 
84	0	1	23	  6.3	  0.0 
85	0	1	24	  5.2	  0.0 
86	0	1	25	 10.4	  0.0 
87	0	1	26	  8.8	  0.0 
88	0	1	27	  6.4	  0.0 
89	0	1	28	  9.2	  0.0 
90	0	1	29	  6.8	  0.0 
91	0	1	30	  4.8	  0.0 
92	0	1	31	 16.5	  0.0 
93	0	1	32	  9.1	  0.0 
94	0	1	33	  3.2	  0.0 
95	0	1	34	  7.1	  0.0 
96	0	1	35	  6.0	  0.0 
97	0	1	36	  7.8	  0.0 
98	0	1	37	 17.0	  0.0 
99	0	1	38	  5.1	  0.0 
100	0	1	39	  8.6	  0.0 
101	0	1	40	  9.2	  0.0 
102	0	1	41	 16.2	  0.0 
103	0	1	42	 14.4	  0.0 
104	0	1	43	 33.0	  0.0 
105	0	1	44	 23.1	  0.0 
106	0	1	45	 19.9	  0.0 
107	0	1	46	 17.9	  0.0 
108	0	1	47	  7.3	  0.0 
109	0	1	48	  3.8	  0.0 
110	0	1	49	 21.1	  0.0 
111	0	1	50	  6.3	  0.0 
112	0	1	51	 16.7	  0.0 
113	0	1	52	 20.5	  0.0 
114	0	1	53	 31.9	  0.0 
115	0	1	54	 28.1	  0.0 
116	0	1	55	 21.2	  0.0 
117	0	1	56	 17.0	  0.0 
118	0	1	57	  9.5	  0.0 
119	0	1	58	  5.9	  0.0 
120	0	1	59	 11.2	  0.0 
121	0	2	0	 14.8	  0.0 
122	0	2	1	 16.3	  0.0 
123	0	2	2	 13.1	  0.0 
124	0	2	3	  8.5	  0.0 
125	0	2	4	 21.4	  0.0 
126	0	2	5	 18.0	  0.0 
127	0	2	6	 24.3	  0.0 
128	0	2	7	 22.1	  0.0 
129	0	2	8	 15.2	  0.0 
130	0	2	9	 16.2	  0.0 
131	0	2	10	  9.1	  0.0 
132	0	2	11	 20.4	  0.0 
133	0	2	12	 17.3	  0.0 
134	0	2	13	  8.3	  0.0 
135	0	2	14	 24.4	  0.0 
136	0	2	15	 43.5	  0.0 
137	0	2	16	 75.2	  0.0 
138	0	2	17	 90.6	  0.0 
139	0	2	18	 84.1	  0.0 
140	0	2	19	 54.5	  0.0 
141	0	2	20	 32.4	  0.0 
142	0	2	21	 21.2	  0.0 
143	0	2	22	 13.9	  0.0 
144	0	2	23	 17.5	  0.0 
145	0	2	24	 22.9	  0.0 
146	0	2	25	  6.3	  0.0 
147	0	2	26	 10.2	  0.0 
148	0	2	27	 10.8	  0.0 
149	0	2	28	 25.7	  0.0 
150	0	2	29	 18.7	  0.0 
151	0	2	30	 13.4	  0.0 
152	0	2	31	  3.4	  0.0 
153	0	2	32	  6.4	  0.0 
154	0	2	33	  2.7	  0.0 
155	0	2	34	  2.0	  0.0 
156	0	2	35	  4.7	  0.0 
157	0	2	36	 13.8	  0.0 
158	0	2	37	  9.2	  0.0 
159	0	2	38	 16.0	  0.0 
160	0	2	39	 11.9	  0.0 
161	0	2	40	  8.3	  0.0 
162	0	2	41	 21.2	  0.0 
163	0	2	42	 22.6	  0.0 
164	0	2	43	 27.5	  0.0 
165	0	2	44	 13.0	  0.0 
166	0	2	45	 11.5	  0.0 
167	0	2	46	 11.3	  0.0 
168	0	2	47	 11.8	  0.0 
169	0	2	48	 22.7	  0.0 
170	0	2	49	 14.2	  0.0 
171	0	2	50	  6.5	  0.0 
172	0	2	51	  9.0	  0.0 
173	0	2	52	 19.0	  0.0 
174	0	2	53	 22.8	  0.0 
175	0	2	54	 32.6	  0.0 
176	0	2	55	 25.3	  0.0 
177	0	2	56	 25.4	  0.0 
178	0	2	57	  4.8	  0.0 
179	0	2	58	  5.2	  0.0 
180	0	2	59	 10.6	  0.0 
181	0	3	0	  8.3	  0.0 
182	0	3	1	  8.6	  0.0 
183	0	3	2	  5.4	  0.0 
184	0	3	3	  8.1	  0.0 
185	0	3	4	  9.8	  0.0 
186	0	3	5	  6.2	  0.0 
187	0	3	6	 13.1	  0.0 
188	0	3	7	  9.7	  0.0 
189	0	3	8	  4.7	  0.0 
190	0	3	9	  5.6	  0.0 
191	0	3	10	  5.9	  0.0 
192	0	3	11	  6.8	  0.0 
193	0	3	12	  8.1	  0.0 
194	0	3	13	  6.4	  0.0 
195	0	3	14	 14.5	  0.0 
196	0	3	15	 13.0	  0.0 
197	0	3	16	 23.0	  0.0 
198	0	3	17	 14.2	  0.0 
199	0	3	18	 13.9	  0.0 
200	0	3	19	 11.2	  0.0 
201	0	3	20	  9.9	  0.0 
202	0	3	21	  8.7	  0.0 
203	0	3	22	 15.8	  0.0 
204	0	3	23	 12.7	  0.0 
205	0	3	24	  6.0	  0.0 
206	0	3	25	 14.4	  0.0 
207	0	3	26	  8.1	  0.0 
208	0	3	27	 24.5	  0.0 
209	0	3	28	 11.6	  0.0 
210	0	3	29	 19.3	  0.0 
211	0	3	30	 14.3	  0.0 
212	0	3	31	  9.9	  0.0 
213	0	3	32	  3.6	  0.0 
214	0	3	33	  2.8	  0.0 
215	0	3	34	  2.7	  0.0 
216	0	3	35	  7.4	  0.0 
217	0	3	36	 20.0	  0.0 
218	0	3	37	  5.6	  0.0 
219	0	3	38	 17.9	  0.0 
220	0	3	39	 22.0	  0.0 
221	0	3	40	 30.5	  0.0 
222	0	3	41	 14.5	  0.0 
223	0	3	42	 13.7	  0.0 
224	0	3	43	 11.3	  0.0 
225	0	3	44	 10.7	  0.0 
226	0	3	45	  5.8	  0.0 
227	0	3	46	  5.2	  0.0 
228	0	3	47	  6.7	  0.0 
229	0	3	48	 14.5	  0.0 
230	0	3	49	  7.1	  0.0 
231	0	3	50	 16.9	  0.0 
232	0	3	51	  6.7	  0.0 
233	0	3	52	 22.0	  0.0 
234	0	3	53	 31.2	  0.0 
235	0	3	54	 34.9	  0.0 
236	0	3	55	 33.1	  0.0 
237	0	3	56	 16.6	  0.0 
238	0	3	57	 19.9	  0.0 
239	0	3	58	 15.9	  0.0 
240	0	3	59	 27.8	  0.0 
241	0	4	0	 33.3	  0.0 
242	0	4	1	 13.7	  0.0 
243	0	4	2	 26.4	  0.0 
244	0	4	3	  5.8	  0.0 
245	0	4	4	  8.0	  0.0 
246	0	4	5	  9.4	  0.0 
247	0	4	6	 11.5	  0.0 
248	0	4	7	 11.5	  0.0 
249	0	4	8	 12.7	  0.0 
250	0	4	9	  9.6	  0.0 
251	0	4	10	  7.8	  0.0 
252	0	4	11	  7.9	  0.0 
253	0	4	12	 14.6	  0.0 
254	0	4	13	 11.8	  0.0 
255	0	4	14	 10.5	  0.0 
256	0	4	15	  7.8	  0.0 
257	0	4	16	  8.7	  0.0 
258	0	4	17	  8.8	  0.0 
259	0	4	18	 12.3	  0.0 
260	0	4	19	 17.1	  0.0 
261	0	4	20	 18.2	  0.0 
262	0	4	21	 21.9	  0.0 
263	0	4	22	 24.2	  0.0 
264	0	4	23	 32.6	  0.0 
265	0	4	24	 24.2	  0.0 
266	0	4	25	 15.7	  0.0 
267	0	4	26	 21.4	  0.0 
268	0	4	27	 16.7	  0.0 
269	0	4	28	 25.4	  0.0 
270	0	4	29	 20.7	  0.0 
271	0	4	30	 24.7	  0.0 
272	0	4	31	 19.4	  0.0 
273	0	4	32	 13.8	  0.0 
274	0	4	33	 20.0	  0.0 
275	0	4	34	 14.0	  0.0 
276	0	4	35	 13.4	  0.0 
277	0	4	36	 12.4	  0.0 
278	0	4	37	 37.0	  0.0 
279	0	4	38	 37.8	  0.0 
280	0	4	39	 41.5	  0.0 
281	0	4	40	 43.4	  0.0 
282	0	4	41	 36.8	  0.0 
283	0	4	42	 51.6	  0.0 
284	0	4	43	 39.3	  0.0 
285	0	4	44	 32.8	  0.0 
286	0	4	45	 33.4	  0.0 
287	0	4	46	 24.9	  0.0 
288	0	4	47	 20.9	  0.0 
289	0	4	48	 22.6	  0.0 
290	0	4	49	 14.5	  0.0 
291	0	4	50	 13.8	  0.0 
292	0	4	51	 14.2	  0.0 
293	0	4	52	 13.0	  0.0 
294	0	4	53	 12.1	  0.0 
295	0	4	54	 19.9	  0.0 
296	0	4	55	 21.2	  0.0 
297	0	4	56	 20.6	  0.0 
298	0	4	57	 14.7	  0.0 
299	0	4	58	 25.4	  0.0 
300	0	4	59	 14.9	  0.0 
301	0	5	0	 11.8	  0.0 
302	0	5	1	 10.7	  0.0 
303	0	5	2	  8.6	  0.0 
304	0	5	3	 10.1	  0.0 
305	0	5	4	  4.5	  0.0 
306	0	5	5	  5.0	  0.0 
307	0	5	6	  7.5	  0.0 
308	0	5	7	 12.3	  0.0 
309	0	5	8	  6.0	  0.0 
310	0	5	9	  7.7	  0.0 
311	0	5	10	 17.2	  0.0 
312	0	5	11	 15.9	  0.0 
313	0	5	12	 18.5	  0.0 
314	0	5	13	 17.5	  0.0 
315	0	5	14	 18.4	  0.0 
316	0	5	15	 11.4	  0.0 
317	0	5	16	 11.0	  0.0 
318	0	5	17	 17.0	  0.0 
319	0	5	18	 18.9	  0.0 
320	0	5	19	 21.8	  0.0 
321	0	5	20	 19.9	  0.0 
322	0	5	21	 13.1	  0.0 
323	0	5	22	 20.7	  0.0 
324	0	5	23	 13.5	  0.0 
325	0	5	24	 12.6	  0.0 
326	0	5	25	 10.4	  0.0 
327	0	5	26	  4.5	  0.0 
328	0	5	27	  4.7	  0.0 
329	0	5	28	  6.1	  0.0 
330	0	5	29	  6.9	  0.0 
331	0	5	30	  8.1	  0.0 
332	0	5	31	  3.7	  0.0 
333	0	5	32	  5.1	  0.0 
334	0	5	33	 13.5	  0.0 
335	0	5	34	 16.4	  0.0 
336	0	5	35	 15.1	  0.0 
337	0	5	36	 14.8	  0.0 
338	0	5	37	  6.2	  0.0 
339	0	5	38	  8.2	  0.0 
340	0	5	39	 11.5	  0.0 
341	0	5	40	  8.8	  0.0 
342	0	5	41	  6.8	  0.0 
343	0	5	42	  8.7	  0.0 
344	0	5	43	 17.7	  0.0 
345	0	5	44	 19.0	  0.0 
346	0	5	45	 32.1	  0.0 
347	0	5	46	 34.8	  0.0 
348	0	5	47	 24.8	  0.0 
349	0	5	48	 14.2	  0.0 
350	0	5	49	 17.6	  0.0 
351	0	5	50	 10.5	  0.0 
352	0	5	51	  9.2	  0.0 
353	0	5	52	  8.0	  0.0 
354	0	5	53	  7.5	  0.0 
355	0	5	54	  5.8	  0.0 
356	0	5	55	 12.8	  0.0 
357	0	5	56	 14.7	  0.0 
358	0	5	57	 32.0	  0.0 
359	0	5	58	 43.4	  0.0 
360	0	5	59	 29.7	  0.0 
361	0	6	0	 29.7	  0.0 
362	0	6	1	 27.0	  0.0 
363	0	6	2	 15.0	  0.0 
364	0	6	3	  8.7	  0.0 
365	0	6	4	  5.9	  0.0 
366	0	6	5	  6.0	  0.0 
367	0	6	6	 11.4	  0.0 
368	0	6	7	  8.4	  0.0 
369	0	6	8	 15.1	  0.0 
370	0	6	9	 16.2	  0.0 
371	0	6	10	 16.5	  0.0 
372	0	6	11	 11.8	  0.0 
373	0	6	12	  6.2	  0.0 
374	0	6	13	 11.6	  0.0 
375	0	6	14	  7.0	  0.0 
376	0	6	15	  8.1	  0.0 
377	0	6	16	 19.8	  0.0 
378	0	6	17	 16.7	  0.0 
379	0	6	18	 15.9	  0.0 
380	0	6	19	 24.1	  0.0 
381	0	6	20	 28.5	  0.0 
382	0	6	21	 28.5	  0.0 
383	0	6	22	 23.9	  0.0 
384	0	6	23	 18.4	  0.0 
385	0	6	24	 22.2	  0.0 
386	0	6	25	 21.5	  0.0 
387	0	6	26	 20.1	  0.0 
388	0	6	27	 34.5	  0.0 
389	0	6	28	 24.8	  0.0 
390	0	6	29	 21.7	  0.0 
391	0	6	30	 20.4	  0.0 
392	0	6	31	 17.8	  0.0 
393	0	6	32	 25.9	  0.0 
394	0	6	33	 35.7	  0.0 
395	0	6	34	 17.3	  0.0 
396	0	6	35	 15.3	  0.0 
397	0	6	36	 16.3	  0.0 
398	0	6	37	 17.4	  0.0 
399	0	6	38	 21.6	  0.0 
400	0	6	39	 24.2	  0.0 
401	0	6	40	 21.2	  0.0 
402	0	6	41	 21.5	  0.0 
403	0	6	42	 30.9	  0.0 
404	0	6	43	 32.6	  0.0 
405	0	6	44	 35.5	  0.0 
406	0	6	45	 32.5	  0.0 
407	0	6	46	 24.9	  0.0 
408	0	6	47	 15.4	  0.0 
409	0	6	48	 17.2	  0.0 
410	0	6	49	 18.0	  0.0 
411	0	6	50	 17.1	  0.0 
412	0	6	51	 29.3	  0.0 
413	0	6	52	 27.0	  0.0 
414	0	6	53	 14.5	  0.0 
415	0	6	54	 15.3	  0.0 
416	0	6	55	 18.1	  0.0 
417	0	6	56	 19.5	  0.0 
418	0	6	57	 22.9	  0.0 
419	0	6	58	 14.0	  0.0 
420	0	6	59	  8.0	  0.0 
421	0	7	0	 11.6	  0.0 
422	0	7	1	 14.0	  0.0 
423	0	7	2	 12.8	  0.0 
424	0	7	3	 19.5	  0.0 
425	0	7	4	 22.5	  0.0 
426	0	7	5	 20.6	  0.0 
427	0	7	6	 34.2	  0.0 
428	0	7	7	 30.9	  0.0 
429	0	7	8	 31.3	  0.0 
430	0	7	9	 23.5	  0.0 
431	0	7	10	 30.6	  0.0 
432	0	7	11	 17.0	  0.0 
433	0	7	12	  9.5	  0.0 
434	0	7	13	  9.4	  0.0 
435	0	7	14	 10.3	  0.0 
436	0	7	15	 19.7	  0.0 
437	0	7	16	 17.4	  0.0 
438	0	7	17	 19.0	  0.0 
439	0	7	18	 20.6	  0.0 
440	0	7	19	 25.5	  0.0 
441	0	7	20	 17.2	  0.0 
442	0	7	21	 25.7	  0.0 
443	0	7	22	 33.4	  0.0 
444	0	7	23	 11.2	  0.0 
445	0	7	24	  7.0	  0.0 
446	0	7	25	  7.8	  0.0 
447	0	7	26	 14.3	  0.0 
448	0	7	27	  8.9	  0.0 
449	0	7	28	 25.3	  0.0 
450	0	7	29	 21.6	  0.0 
451	0	7	30	  9.5	  0.0 
452	0	7	31	 13.6	  0.0 
453	0	7	32	 26.1	  0.0 
454	0	7	33	 47.1	  0.0 
455	0	7	34	 44.7	  0.0 
456	0	7	35	 40.6	  0.0 
457	0	7	36	 24.1	  0.0 
458	0	7	37	 15.7	  0.0 
459	0	7	38	 15.4	  0.0 
460	0	7	39	 14.7	  0.0 
461	0	7	40	 17.3	  0.0 
462	0	7	41	 29.7	  0.0 
463	0	7	42	 34.9	  0.0 
464	0	7	43	 57.1	  0.0 
465	0	7	44	 35.5	  0.0 
466	0	7	45	 28.7	  0.0 
467	0	7	46	 16.1	  0.0 
468	0	7	47	 14.5	  0.0 
469	0	7	48	  6.2	  0.0 
470	0	7	49	 16.2	  0.0 
471	0	7	50	 15.8	  0.0 
472	0	7	51	 11.7	  0.0 
473	0	7	52	 14.7	  0.0 
474	0	7	53	 23.4	  0.0 
475	0	7	54	 31.1	  0.0 
476	0	7	55	 34.5	  0.0 
477	0	7	56	 27.7	  0.0 
478	0	7	57	 14.9	  0.0 
479	0	7	58	 17.8	  0.0 
480	0	7	59	 24.8	  0.0 
481	0	8	0	 19.3	  0.0 
482	0	8	1	 12.8	  0.0 
483	0	8	2	 15.8	  0.0 
484	0	8	3	 13.7	  0.0 
485	0	8	4	 18.8	  0.0 
486	0	8	5	  1.0	  0.0 
487	0	8	6	  6.9	  0.0 
488	0	8	7	 15.4	  0.0 
489	0	8	8	 19.2	  0.0 
490	0	8	9	  8.9	  0.0 
491	0	8	10	  5.3	  0.0 
492	0	8	11	  5.1	  0.0 
493	0	8	12	  3.0	  0.0 
494	0	8	13	  3.0	  0.0 
495	0	8	14	  3.3	  0.0 
496	0	8	15	  2.3	  0.0 
497	0	8	16	  6.5	  0.0 
498	0	8	17	  2.3	  0.0 
499	0	8	18	  4.9	  0.0 
500	0	8	19	  7.4	  0.0 
501	0	8	20	 11.8	  0.0 
502	0	8	21	 14.8	  0.0 
503	0	8	22	 22.1	  0.0 
504	0	8	23	 24.9	  0.0 
505	0	8	24	 22.3	  0.0 
506	0	8	25	 22.9	  0.0 
507	0	8	26	 18.6	  0.0 
508	0	8	27	 13.7	  0.0 
509	0	8	28	 14.6	  0.0 
510	0	8	29	  4.7	  0.0 
511	0	8	30	  3.8	  0.0 
512	0	8	31	  7.9	  0.0 
513	0	8	32	  7.9	  0.0 
514	0	8	33	  5.5	  0.0 
515	0	8	34	  3.3	  0.0 
516	0	8	35	  1.3	  0.0 
517	0	8	36	  5.4	  0.0 
518	0	8	37	  4.9	  0.0 
519	0	8	38	  4.0	  0.0 
520	0	8	39	  2.5	  0.0 
521	0	8	40	  4.9	  0.0 
522	0	8	41	  5.0	  0.0 
523	0	8	42	  7.7	  0.0 
524	0	8	43	 13.7	  0.0 
525	0	8	44	 27.2	  0.0 
526	0	8	45	 32.7	  0.0 
527	0	8	46	 35.5	  0.0 
528	0	8	47	 21.0	  0.0 
529	0	8	48	 22.2	  0.0 
530	0	8	49	 11.9	  0.0 
531	0	8	50	 15.0	  0.0 
532	0	8	51	  7.5	  0.0 
533	0	8	52	  4.7	  0.0 
534	0	8	53	  8.3	  0.0 
535	0	8	54	 11.1	  0.0 
536	0	8	55	 10.0	  0.0 
537	0	8	56	 13.1	  0.0 
538	0	8	57	  9.4	  0.0 
539	0	8	58	 10.9	  0.0 
540	0	8	59	 16.6	  0.0 
541	0	9	0	 11.5	  0.0 
542	0	9	1	 11.0	  0.0 
543	0	9	2	 21.4	  0.0 
544	0	9	3	 15.0	  0.0 
545	0	9	4	  9.4	  0.0 
546	0	9	5	  7.3	  0.0 
547	0	9	6	 15.0	  0.0 
548	0	9	7	 12.2	  0.0 
549	0	9	8	 21.0	  0.0 
550	0	9	9	 23.3	  0.0 
551	0	9	10	 15.8	  0.0 
552	0	9	11	 13.3	  0.0 
553	0	9	12	 19.0	  0.0 
554	0	9	13	 22.5	  0.0 
555	0	9	14	 19.0	  0.0 
556	0	9	15	 15.8	  0.0 
557	0	9	16	 12.5	  0.0 
558	0	9	17	 16.0	  0.0 
559	0	9	18	 17.0	  0.0 
560	0	9	19	 21.3	  0.0 
561	0	9	20	 32.8	  0.0 
562	0	9	21	 16.3	  0.0 
563	0	9	22	 14.5	  0.0 
564	0	9	23	 14.8	  0.0 
565	0	9	24	 24.6	  0.0 
566	0	9	25	 29.9	  0.0 
567	0	9	26	 32.9	  0.0 
568	0	9	27	 22.3	  0.0 
569	0	9	28	 15.0	  0.0 
570	0	9	29	  8.5	  0.0 
571	0	9	30	  8.2	  0.0 
572	0	9	31	 12.2	  0.0 
573	0	9	32	 22.2	  0.0 
574	0	9	33	 38.5	  0.0 
575	0	9	34	 23.8	  0.0 
576	0	9	35	 19.4	  0.0 
577	0	9	36	 19.1	  0.0 
578	0	9	37	 13.1	  0.0 
579	0	9	38	 13.7	  0.0 
580	0	9	39	 22.3	  0.0 
581	0	9	40	 20.1	  0.0 
582	0	9	41	 19.8	  0.0 
583	0	9	42	  9.1	  0.0 
584	0	9	43	 12.5	  0.0 
585	0	9	44	 10.7	  0.0 
586	0	9	45	  9.8	  0.0 
587	0	9	46	  9.2	  0.0 
588	0	9	47	 10.3	  0.0 
589	0	9	48	 13.4	  0.0 
590	0	9	49	 11.3	  0.0 
591	0	9	50	 18.1	  0.0 
592	0	9	51	 14.1	  0.0 
593	0	9	52	 19.6	  0.0 
594	0	9	53	 32.9	  0.0 
595	0	9	54	 30.7	  0.0 
596	0	9	55	 27.8	  0.0 
597	0	9	56	 28.5	  0.0 
598	0	9	57	 26.5	  0.0 
599	0	9	58	 18.6	  0.0 
600	0	9	59	 20.2	  0.0 
601	0	10	0	 17.0	  0.0 
602	0	10	1	 11.0	  0.0 
603	0	10	2	  8.0	  0.0 
604	0	10	3	 20.0	  0.0 
605	0	10	4	 17.7	  0.0 
606	0	10	5	 21.7	  0.0 
607	0	10	6	 14.7	  0.0 
608	0	10	7	 11.1	  0.0 
609	0	10	8	 14.1	  0.0 
610	0	10	9	 32.8	  0.0 
611	0	10	10	 17.8	  0.0 
612	0	10	11	 12.1	  0.0 
613	0	10	12	 10.4	  0.0 
614	0	10	13	 12.8	  0.0 
615	0	10	14	 16.7	  0.0 
616	0	10	15	 19.5	  0.0 
617	0	10	16	  9.3	  0.0 
618	0	10	17	 11.0	  0.0 
619	0	10	18	 18.8	  0.0 
620	0	10	19	 14.6	  0.0 
621	0	10	20	 12.5	  0.0 
622	0	10	21	 31.2	  0.0 
623	0	10	22	 19.8	  0.0 
624	0	10	23	  8.8	  0.0 
625	0	10	24	 17.3	  0.0 
626	0	10	25	 17.2	  0.0 
627	0	10	26	 19.9	  0.0 
628	0	10	27	 21.5	  0.0 
629	0	10	28	 19.1	  0.0 
630	0	10	29	 20.9	  0.0 
631	0	10	30	 23.1	  0.0 
632	0	10	31	 26.4	  0.0 
633	0	10	32	 18.1	  0.0 
634	0	10	33	 26.1	  0.0 
635	0	10	34	 15.1	  0.0 
636	0	10	35	 10.2	  0.0 
637	0	10	36	 13.6	  0.0 
638	0	10	37	  8.8	  0.0 
639	0	10	38	  9.4	  0.0 
640	0	10	39	 16.7	  0.0 
641	0	10	40	 24.3	  0.0 
642	0	10	41	 10.3	  0.0 
643	0	10	42	 12.7	  0.0 
644	0	10	43	 11.0	  0.0 
645	0	10	44	  9.1	  0.0 
646	0	10	45	 27.0	  0.0 
647	0	10	46	 19.7	  0.0 
648	0	10	47	 11.4	  0.0 
649	0	10	48	 14.9	  0.0 
650	0	10	49	 10.0	  0.0 
651	0	10	50	 20.2	  0.0 
652	0	10	51	 42.6	  0.0 
653	0	10	52	 48.0	  0.0 
654	0	10	53	 42.0	  0.0 
655	0	10	54	 50.2	  0.0 
656	0	10	55	 38.9	  0.0 
657	0	10	56	 33.1	  0.0 
658	0	10	57	 24.9	  0.0 
659	0	10	58	 43.2	  0.0 
660	0	10	59	 20.6	  0.0 
661	0	11	0	 14.5	  0.0 
662	0	11	1	 13.3	  0.0 
663	0	11	2	 13.0	  0.0 
664	0	11	3	  9.4	  0.0 
665	0	11	4	 12.0	  0.0 
666	0	11	5	 24.5	  0.0 
667	0	11	6	 40.2	  0.0 
668	0	11	7	 34.9	  0.0 
669	0	11	8	 39.8	  0.0 
